5.14,15,21600,1920,8460,175,696,632,2.09,11.1,1.03,24.6,0.488,0.995
6.18,18,29800,2310,8800,246,766,664,2.51,13.3,1.03,33.8,0.67,0.991
7.15,21,39000,2680,9130,332,830,693,2.97,15.5,1.04,44.2,0.876,0.966
1.14,3,1750,1310,6700,5.45,522,556,1.15,6.17,1.02,29.3,0.168,0.95
9.3,27,72800,3560,9760,645,1090,782,4.51,22.8,1.05,90.7,1.8,0.967
4.16,12,14700,1550,7770,114,650,610,1.66,8.97,1.02,17.6,0.348,0.964
7.15,21,39000,2680,9130,332,832,692,2.97,15.6,1.04,44.4,0.88,0.97
6.18,18,29800,2310,8840,246,784,673,2.5,13.2,1.03,34.7,0.688,0.953
4.16,12,14700,1550,7790,114,639,607,1.66,8.87,1.02,17.1,0.338,0.967
1.14,3,1610,1340,6620,6.72,502,551,1.15,6.21,1.02,19.5,0.142,0.981
8.21,24,51000,3090,9300,438,933,733,3.6,18.7,1.04,61.3,1.21,0.977
8.21,24,51000,3090,9300,438,910,727,3.6,18.5,1.04,59.5,1.18,0.991
3.14,9,8380,1390,7100,60.3,587,581,1.39,7.5,1.02,12.3,0.244,0.97
4.16,12,14700,1550,7770,114,655,611,1.66,9,1.02,17.8,0.353,0.96
7.15,21,39000,2680,9130,332,812,686,2.97,15.5,1.04,43.1,0.852,0.984
9.3,27,72800,3560,9740,645,1070,775,4.53,22.8,1.05,88.8,1.76,0.986
3.14,9,8380,1390,7110,60.3,577,579,1.39,7.43,1.02,11.9,0.236,0.974
1.14,3,2940,1420,6730,11.4,529,562,1.21,6.49,1.02,0,0.156,0.962
2.09,6,6010,1350,6780,23.5,578,565,1.3,6.95,1.02,20.7,0.243,0.994
1.14,3,4830,1310,6700,5.58,612,570,1.25,6.75,1.02,32.9,0.275,0.951
1.14,3,1940,1400,6700,10.6,495,555,1.17,6.27,1.02,0,0.118,0.969
6.18,18,29800,2310,8810,246,759,663,2.51,13.2,1.03,33.3,0.66,0.988
1.14,3,3080,1390,6640,9.73,537,559,1.21,6.58,1.02,4.75,0.169,0.984
6.18,18,29800,2310,8810,246,760,663,2.51,13.1,1.03,33.4,0.661,0.985
1.14,3,5990,1330,6640,6.38,630,570,1.29,6.98,1.02,27.2,0.299,0.976
6.18,18,29800,2310,8840,246,788,674,2.5,13.2,1.03,35,0.692,0.95
6.18,18,29800,2310,8820,246,777,670,2.5,13.2,1.03,34.4,0.681,0.966
5.14,15,21600,1920,8480,175,718,640,2.09,11.2,1.03,25.7,0.509,0.972
4.16,12,14700,1550,7770,114,627,604,1.66,8.82,1.02,16.6,0.328,0.979
8.21,24,51000,3090,9320,438,926,735,3.57,18.3,1.04,60.3,1.19,0.963
4.16,12,14700,1550,7790,114,651,611,1.66,8.94,1.02,17.7,0.35,0.956
8.21,24,51000,3090,9320,438,921,735,3.56,18.1,1.04,59.7,1.18,0.958
3.14,9,8380,1390,7060,60.3,594,582,1.39,7.58,1.02,12.6,0.25,0.974
3.14,9,8380,1390,7120,60.4,588,583,1.39,7.47,1.02,12.4,0.245,0.962
5.14,15,21600,1920,8500,175,718,643,2.08,11.1,1.03,25.6,0.507,0.952
6.18,18,29800,2310,8820,246,772,667,2.51,13.2,1.03,34.1,0.675,0.975
7.15,21,39000,2680,9130,332,825,690,2.97,15.5,1.04,43.9,0.87,0.973
6.18,18,29800,2310,8800,246,753,661,2.51,13.1,1.03,33,0.654,0.994
3.14,9,8380,1390,7060,60.3,594,582,1.39,7.57,1.02,12.6,0.25,0.973
9.3,27,72800,3560,9730,645,1060,773,4.54,22.9,1.05,88.8,1.76,0.992
8.21,24,51000,3090,9330,438,929,738,3.56,18.2,1.04,60.3,1.19,0.951
8.21,24,51000,3090,9300,438,906,724,3.6,18.5,1.04,59.2,1.17,0.998
4.16,12,14700,1550,7820,114,643,610,1.65,8.84,1.02,17.2,0.341,0.954
1.14,3,1060,1320,6690,5.76,493,551,1.12,6.02,1.02,24.6,0.134,0.956
9.3,27,72800,3560,9770,645,1070,777,4.5,22.3,1.05,88.2,1.75,0.972
2.09,6,3360,1380,6820,29,508,560,1.22,6.54,1.02,1.07,0.135,0.972
5.14,15,21600,1920,8480,175,713,638,2.09,11.2,1.03,25.5,0.505,0.975
8.21,24,51000,3090,9310,438,926,732,3.59,18.6,1.04,60.6,1.2,0.976
2.09,6,5280,1390,6830,31.5,554,567,1.29,6.87,1.02,0,0.194,0.978
5.14,15,21600,1920,8470,175,688,630,2.09,11.1,1.03,24.2,0.478,0.999
1.14,3,7170,1360,6660,8.09,659,576,1.33,7.23,1.02,13.3,0.323,0.971
4.16,12,14700,1550,7810,114,652,612,1.66,8.92,1.02,17.6,0.349,0.952
1.14,3,3440,1380,6610,9.11,546,559,1.22,6.65,1.02,7.43,0.184,0.994
1.14,3,1000,1380,6670,9.06,478,552,1.13,6.12,1.02,1.03,0.095,0.964
6.18,18,29800,2310,8830,246,779,670,2.5,13.2,1.03,34.5,0.682,0.964
3.14,9,8380,1390,7090,60.3,586,581,1.39,7.5,1.02,12.3,0.244,0.973
3.14,9,8380,1390,7100,60.3,574,578,1.39,7.43,1.02,11.8,0.234,0.981
9.3,27,72800,3560,9750,645,1050,770,4.53,22.5,1.05,86.6,1.72,0.995
3.14,9,8380,1390,7060,60.3,583,579,1.39,7.52,1.02,12.2,0.242,0.984
4.16,12,14700,1550,7740,114,632,604,1.66,8.92,1.02,16.8,0.333,0.987
3.14,9,8380,1390,7080,60.3,589,581,1.39,7.53,1.02,12.4,0.246,0.973
4.16,12,14700,1550,7830,114,638,609,1.65,8.81,1.02,17,0.337,0.956
1.14,3,7400,1350,6720,7.83,671,580,1.33,7.22,1.02,16.5,0.336,0.952
6.18,18,29800,2310,8830,246,776,670,2.5,13.2,1.03,34.3,0.679,0.962
2.09,6,6280,1390,6770,30.8,585,570,1.32,7.13,1.02,0,0.233,0.99
8.21,24,51000,3090,9310,438,932,733,3.59,18.6,1.04,61.1,1.21,0.974
9.3,27,72800,3560,9780,645,1080,782,4.48,22.3,1.05,89.5,1.77,0.96
1.14,3,6770,1340,6700,6.83,652,575,1.31,7.08,1.02,24,0.32,0.96
6.18,18,29800,2310,8800,246,755,661,2.51,13.2,1.03,33.1,0.656,0.998
9.3,27,72800,3560,9760,645,1070,776,4.51,22.5,1.05,88.4,1.75,0.978
8.21,24,51000,3090,9310,438,946,739,3.58,18.7,1.04,62.1,1.23,0.959
7.15,21,39000,2680,9130,332,845,697,2.96,15.6,1.04,45.2,0.894,0.954
8.21,24,51000,3090,9300,438,923,729,3.6,18.7,1.04,60.6,1.2,0.987
1.14,3,6480,1340,6640,7.13,619,566,1.3,7,1.02,19.8,0.29,0.996
7.15,21,39000,2680,9120,332,820,688,2.98,15.6,1.04,43.7,0.865,0.982
4.16,12,14700,1550,7780,114,635,606,1.66,8.86,1.02,16.9,0.335,0.97
8.21,24,51000,3090,9320,438,916,732,3.57,18.2,1.04,59.5,1.18,0.97
8.21,24,51000,3090,9310,438,913,731,3.57,18.2,1.04,59.3,1.17,0.973
9.3,27,72800,3560,9750,645,1050,772,4.52,22.4,1.05,87.1,1.72,0.989
8.21,24,51000,3090,9300,438,909,727,3.59,18.4,1.04,59.4,1.18,0.989
8.21,24,51000,3090,9290,438,925,729,3.61,18.8,1.04,60.8,1.2,0.991
4.16,12,14700,1550,7760,114,631,604,1.66,8.87,1.02,16.7,0.331,0.981
4.16,12,14700,1550,7800,114,640,608,1.66,8.86,1.02,17.1,0.339,0.963
9.3,27,72800,3560,9740,645,1050,770,4.54,22.7,1.05,87.3,1.73,0.997
5.14,15,21600,1920,8480,175,686,631,2.09,11,1.03,24,0.475,0.991
3.14,9,8370,1390,7040,60.3,575,576,1.39,7.5,1.02,11.9,0.235,0.996
3.14,9,8380,1390,7110,60.4,594,584,1.39,7.52,1.02,12.6,0.25,0.961
7.15,21,39000,2680,9130,332,833,693,2.97,15.6,1.04,44.5,0.882,0.969
3.14,9,8370,1390,7010,60.3,585,578,1.39,7.6,1.02,12.3,0.244,0.996
6.18,18,29800,2310,8830,246,775,669,2.5,13.2,1.03,34.2,0.678,0.964
6.18,18,29800,2310,8790,246,770,664,2.52,13.3,1.03,34.1,0.676,0.993
8.21,24,51000,3090,9300,438,926,732,3.59,18.6,1.04,60.7,1.2,0.979
6.18,18,29800,2310,8790,246,773,666,2.51,13.3,1.03,34.3,0.679,0.989
6.18,18,29800,2310,8810,246,751,660,2.51,13.1,1.03,32.8,0.65,0.993
4.16,12,14700,1550,7760,114,639,606,1.66,8.92,1.02,17.1,0.339,0.975
4.16,12,14700,1550,7770,114,647,609,1.66,8.95,1.02,17.5,0.346,0.965
8.21,24,51000,3090,9320,438,925,735,3.57,18.2,1.04,60.1,1.19,0.96
1.14,3,3770,1420,6740,11.7,563,569,1.24,6.69,1.02,0,0.191,0.95
8.21,24,51000,3090,9300,438,920,728,3.6,18.7,1.04,60.4,1.2,0.99
5.14,15,21600,1920,8480,175,702,636,2.08,11.1,1.03,24.9,0.492,0.976
5.14,15,21600,1920,8470,175,695,632,2.09,11.1,1.03,24.5,0.486,0.994
7.15,21,39000,2680,9120,332,833,690,2.98,15.8,1.04,44.7,0.885,0.981
9.3,27,72800,3560,9730,645,1050,769,4.55,22.8,1.05,87.3,1.73,1
3.14,9,8380,1390,7090,60.3,586,581,1.39,7.5,1.02,12.3,0.243,0.973
4.16,12,14700,1550,7770,114,643,608,1.66,8.93,1.02,17.3,0.342,0.969
2.09,6,5850,1390,6830,31.2,568,569,1.3,6.96,1.02,0,0.212,0.978
5.14,15,21600,1920,8450,175,701,633,2.09,11.2,1.03,25,0.494,1
1.14,3,1520,1390,6710,10.2,489,555,1.15,6.2,1.02,0,0.109,0.96
3.14,9,8370,1390,7030,60.3,574,575,1.39,7.51,1.02,11.9,0.235,0.999
2.09,6,6830,1360,6750,25.8,603,569,1.33,7.16,1.02,15.5,0.267,0.996
2.09,6,6920,1380,6800,28.2,599,571,1.33,7.14,1.02,8.66,0.259,0.986
1.14,3,1870,1310,6640,5.62,529,556,1.15,6.27,1.02,29.2,0.175,0.962
1.14,3,4770,1310,6690,5.59,604,567,1.25,6.72,1.02,32.2,0.268,0.959
6.18,18,29800,2310,8780,246,774,665,2.52,13.4,1.03,34.4,0.682,0.998
3.14,9,8370,1390,7030,60.3,575,575,1.39,7.52,1.02,11.9,0.235,1
1.14,3,4600,1390,6650,9.77,582,566,1.26,6.87,1.02,4.07,0.221,0.98
3.14,9,8370,1390,7010,60.3,583,577,1.39,7.59,1.02,12.2,0.242,0.998
9.3,27,72800,3560,9760,645,1100,783,4.52,22.9,1.05,91.2,1.81,0.967
3.14,9,8380,1390,7040,60.3,576,576,1.39,7.51,1.02,11.9,0.236,0.994
6.18,18,29800,2310,8810,246,760,663,2.51,13.1,1.03,33.4,0.661,0.986
9.3,27,72800,3560,9760,645,1090,782,4.52,22.8,1.05,90.9,1.8,0.967
7.15,21,39000,2680,9120,332,834,691,2.98,15.7,1.04,44.7,0.885,0.978
6.18,18,29800,2310,8840,246,769,669,2.5,13,1.03,33.8,0.669,0.96
5.14,15,21600,1920,8480,175,697,634,2.09,11.1,1.03,24.6,0.487,0.985
7.15,21,39000,2680,9130,332,806,685,2.97,15.4,1.04,42.6,0.844,0.985
9.3,27,72800,3560,9780,645,1080,781,4.49,22.3,1.05,88.9,1.76,0.964
5.14,15,21600,1920,8470,175,710,637,2.09,11.2,1.03,25.3,0.501,0.982
3.14,9,8380,1390,7090,60.3,581,579,1.39,7.48,1.02,12.1,0.24,0.978
9.3,27,72800,3560,9750,645,1040,769,4.53,22.5,1.05,86.4,1.71,0.997
9.3,27,72800,3560,9790,645,1100,786,4.48,22.4,1.05,90.7,1.8,0.953
6.18,18,29800,2310,8800,246,754,661,2.51,13.2,1.03,33.1,0.655,0.997
3.14,9,8380,1390,7120,60.4,590,583,1.39,7.48,1.02,12.5,0.247,0.961
6.18,18,29800,2310,8840,246,773,670,2.5,13.1,1.03,34,0.674,0.956
5.14,15,21600,1920,8500,175,706,639,2.08,11,1.03,25,0.494,0.96
9.3,27,72800,3560,9760,645,1080,779,4.51,22.6,1.05,89.4,1.77,0.974
6.18,18,29800,2310,8840,246,775,671,2.5,13.1,1.03,34.1,0.676,0.955
2.09,6,3120,1350,6720,23.4,513,556,1.21,6.56,1.02,17.3,0.154,0.996
3.14,9,8380,1390,7130,60.4,593,584,1.39,7.48,1.02,12.5,0.248,0.956
4.16,12,14700,1550,7780,114,657,612,1.66,9.01,1.02,17.9,0.355,0.957
9.3,27,72800,3560,9760,645,1100,783,4.52,22.9,1.05,91.2,1.81,0.966
4.16,12,14700,1550,7710,114,641,605,1.67,9.03,1.02,17.3,0.342,0.99
2.09,6,5310,1350,6810,22.6,591,572,1.28,6.93,1.02,23.5,0.245,0.958
5.14,15,21600,1920,8470,175,701,635,2.09,11.1,1.03,24.9,0.492,0.983
8.21,24,51000,3090,9320,438,923,736,3.56,18.2,1.04,59.9,1.19,0.958
9.3,27,72800,3560,9780,645,1080,780,4.49,22.3,1.05,88.8,1.76,0.966
6.18,18,29800,2310,8840,246,771,670,2.5,13.1,1.03,33.9,0.672,0.957
2.09,6,4820,1390,6810,31.5,547,566,1.27,6.85,1.02,0,0.182,0.98
2.09,6,3720,1350,6710,22.4,534,559,1.23,6.68,1.02,21.9,0.182,0.995
9.3,27,72800,3560,9740,645,1040,769,4.54,22.6,1.05,86.8,1.72,0.999
8.21,24,51000,3090,9320,438,926,734,3.57,18.4,1.04,60.4,1.2,0.965
3.14,9,8380,1390,7120,60.4,577,579,1.39,7.41,1.02,11.9,0.236,0.972
5.14,15,21600,1920,8510,175,715,643,2.07,11,1.03,25.4,0.503,0.95
3.14,9,8380,1390,7050,60.3,573,576,1.39,7.48,1.02,11.8,0.234,0.994
5.14,15,21600,1920,8480,175,693,634,2.08,11,1.03,24.4,0.483,0.982
9.3,27,72800,3560,9770,645,1080,780,4.5,22.4,1.05,89.1,1.77,0.968
9.3,27,72800,3560,9780,645,1110,788,4.49,22.7,1.05,92,1.82,0.951
3.14,9,8380,1390,7080,60.3,596,584,1.39,7.57,1.02,12.7,0.252,0.967
3.14,9,8380,1390,7060,60.3,582,578,1.39,7.52,1.02,12.1,0.24,0.986
8.21,24,51000,3090,9310,438,942,737,3.59,18.7,1.04,61.8,1.22,0.964
9.3,27,72800,3560,9740,645,1050,772,4.53,22.7,1.05,87.6,1.74,0.993
6.18,18,29800,2310,8800,246,783,669,2.51,13.4,1.03,34.8,0.69,0.976
6.18,18,29800,2310,8830,246,774,669,2.5,13.2,1.03,34.1,0.676,0.965
9.3,27,72800,3560,9760,645,1100,784,4.52,22.9,1.05,91.4,1.81,0.965
9.3,27,72800,3560,9730,645,1060,772,4.55,23,1.05,88.7,1.76,0.996
1.14,3,1050,1380,6670,8.9,459,546,1.13,6.02,1.02,0,0.082,0.983
2.09,6,6930,1380,6790,28.2,600,570,1.33,7.16,1.02,8.79,0.261,0.989
2.09,6,3010,1370,6830,27.5,501,559,1.21,6.46,1.02,4.82,0.129,0.968
6.18,18,29800,2310,8840,246,766,667,2.5,13.1,1.03,33.6,0.666,0.966
7.15,21,39000,2680,9110,332,826,687,2.99,15.8,1.04,44.3,0.877,0.99
7.15,21,39000,2680,9130,332,847,698,2.96,15.6,1.04,45.3,0.897,0.952
7.15,21,39000,2680,9120,332,822,687,2.98,15.7,1.04,43.9,0.87,0.986
8.21,24,51000,3090,9320,438,918,733,3.57,18.2,1.04,59.7,1.18,0.966
4.16,12,14700,1550,7750,114,625,602,1.66,8.85,1.02,16.5,0.327,0.987
1.14,3,7170,1370,6680,8.83,664,578,1.33,7.28,1.02,7.19,0.321,0.964
5.14,15,21600,1920,8490,175,722,642,2.08,11.2,1.03,25.9,0.513,0.962
8.21,24,51000,3090,9310,438,931,734,3.58,18.5,1.04,60.9,1.21,0.968
4.16,12,14700,1550,7780,114,629,604,1.66,8.83,1.02,16.7,0.33,0.976
2.09,6,3900,1340,6780,22.4,551,566,1.23,6.7,1.02,22.5,0.197,0.965
2.09,6,4050,1390,6800,30.7,528,563,1.25,6.71,1.02,0,0.158,0.978
3.14,9,8380,1390,7150,60.4,592,585,1.39,7.45,1.02,12.5,0.247,0.951
9.3,27,72800,3560,9780,645,1090,783,4.48,22.3,1.05,89.9,1.78,0.958
8.21,24,51000,3090,9300,438,920,729,3.6,18.6,1.04,60.4,1.2,0.988
4.16,12,14700,1550,7730,114,627,602,1.66,8.89,1.02,16.6,0.328,0.992
8.21,24,51000,3090,9310,438,932,734,3.59,18.6,1.04,61.1,1.21,0.972
9.3,27,72800,3560,9740,645,1050,770,4.54,22.7,1.05,87.1,1.73,0.998
6.18,18,29800,2310,8820,246,765,666,2.51,13.1,1.03,33.6,0.666,0.976
6.18,18,29800,2310,8830,246,776,670,2.5,13.1,1.03,34.3,0.679,0.96
6.18,18,29800,2310,8820,246,783,671,2.5,13.3,1.03,34.8,0.688,0.963
6.18,18,29800,2310,8800,246,763,664,2.51,13.2,1.03,33.6,0.665,0.988
5.14,15,21600,1920,8480,175,694,633,2.09,11,1.03,24.4,0.484,0.987
2.09,6,6340,1350,6800,24.1,622,578,1.31,7.16,1.02,21.1,0.279,0.956
7.15,21,39000,2680,9140,332,828,694,2.95,15.3,1.04,43.9,0.868,0.955
6.18,18,29800,2310,8820,246,769,667,2.51,13.2,1.03,33.9,0.671,0.974
5.14,15,21600,1920,8470,175,703,635,2.09,11.2,1.03,25,0.495,0.987
1.14,3,5090,1360,6620,8.15,586,563,1.27,6.86,1.02,12.7,0.242,0.997
8.21,24,51000,3090,9310,438,910,730,3.57,18.2,1.04,59.1,1.17,0.974
